,gene_weight,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator,iModulon,Locustag
13,0.1207111849247275,USA300HOU_RS01905,NC_010079.1,USA300HOU_0380,413155,414258,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,A0A0D6WFD6,Op237,"CodY,T-box(Met)",CodY-1,USA300HOU_RS01905
14,0.1067433991232981,USA300HOU_RS02325,NC_010079.1,,488675,489700,+,methionine ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0D6GAH9,Op300,CymR,CodY-1,USA300HOU_RS02325
15,0.1137866142537186,USA300HOU_RS02330,NC_010079.1,,489704,490363,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2WYU6,Op300,CymR,CodY-1,USA300HOU_RS02330
16,0.1019981853672059,gmpC,NC_010079.1,USA300HOU_0464,490400,491242,+,dipeptide ABC transporter glycylmethionine-binding lipoprotein,Inorganic ion transport and metabolism,A0A0D3Q4X2,Op300,CymR,CodY-1,USA300HOU_RS02335
17,0.0514467579409167,gltB,NC_010079.1,USA300HOU_0472,497297,501796,+,glutamate synthase large subunit,Amino acid transport and metabolism,A0A0D6GA82,Op306,"GltC,CodY",CodY-1,USA300HOU_RS02375
18,0.0667529610652631,hisC,NC_010079.1,USA300HOU_0747,799808,800866,+,histidinol-phosphate transaminase,Amino acid transport and metabolism,A0A0D6WKW2,Op494,,CodY-1,USA300HOU_RS03910
19,0.0751913676715559,raiA,NC_010079.1,USA300HOU_0779,830259,830831,+,ribosome-associated translation inhibitor RaiA,"Translation, ribosomal structure and biogenesis",A0A0E0VNX4,Op515,,CodY-1,USA300HOU_RS04065
20,0.0498474728448516,USA300HOU_RS04340,NC_010079.1,USA300HOU_0832,885444,886061,-,amino acid transporter,Function unknown,A0A0D6HZ14,Op553,CodY,CodY-1,USA300HOU_RS04340
21,0.0602264985970687,USA300HOU_RS04405,NC_010079.1,USA300HOU_0847,893249,894274,+,methionine ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0E1VIV3,Op563,"CodY,SAM,Genomic Island 3",CodY-1,USA300HOU_RS04405
22,0.0651011138249924,USA300HOU_RS04410,NC_010079.1,USA300HOU_0848,894267,894962,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A068E1Q2,Op563,"CodY,SAM,Genomic Island 3",CodY-1,USA300HOU_RS04410
23,0.0525586949687071,USA300HOU_RS04415,NC_010079.1,USA300HOU_0849,894980,895801,+,MetQ/NlpA family ABC transporter substrate-binding protein,Cell wall/membrane/envelope biogenesis,A0A0H2WW71,Op563,"CodY,SAM,Genomic Island 3",CodY-1,USA300HOU_RS04415
24,0.0530830537081889,USA300HOU_RS04890,NC_010079.1,USA300HOU_0944,988096,989022,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A077VVY8,Op623,CodY,CodY-1,USA300HOU_RS04890
25,0.0528749937041089,USA300HOU_RS04895,NC_010079.1,USA300HOU_0945,989022,990092,+,ABC transporter permease,Amino acid transport and metabolism,A0A0D6W9J7,Op623,CodY,CodY-1,USA300HOU_RS04895
26,0.0545089555737275,USA300HOU_RS04915,NC_010079.1,USA300HOU_0949,994008,995723,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0E7NMJ6,Op624,CodY,CodY-1,USA300HOU_RS04915
27,0.1326229826367449,USA300HOU_RS05020,NC_010079.1,USA300HOU_0971,1016507,1018075,+,alanine:cation symporter family protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0E7NKC0,Op637,"CodY,CodY",CodY-1,USA300HOU_RS05020
28,0.0780330431769169,USA300HOU_RS05025,NC_010079.1,USA300HOU_0972,1018217,1018975,+,esterase family protein,Inorganic ion transport and metabolism,A0A0D6HUN1,Op638,,CodY-1,USA300HOU_RS05025
29,0.0766795782803376,USA300HOU_RS05095,NC_010079.1,,1033793,1034011,+,IDEAL domain-containing protein,Function unknown,A0A0E1VSU3,Op646,CodY,CodY-1,USA300HOU_RS05095
30,0.153919126826801,USA300HOU_RS15225,NC_010079.1,,1037098,1037370,+,lactococcin 972 family bacteriocin,Function unknown,A0A2I7YBL0,Op650,,CodY-1,USA300HOU_RS15225
31,0.1263945882252976,USA300HOU_RS05125,NC_010079.1,,1037414,1039378,+,bacteriocin-associated integral membrane family protein,Function unknown,A0A0D3Q641,Op651,,CodY-1,USA300HOU_RS05125
32,0.1346441206360995,USA300HOU_RS05130,NC_010079.1,,1039381,1039701,+,YxeA family protein,Function unknown,A0A077UTT6,Op651,,CodY-1,USA300HOU_RS05130
33,0.1212359730477865,USA300HOU_RS05135,NC_010079.1,,1039698,1040339,+,ABC transporter ATP-binding protein,Defense mechanisms,A0A0D6GHV4,Op651,,CodY-1,USA300HOU_RS05135
34,-0.0630901745820531,codY,NC_010079.1,USA300HOU_1186,1273598,1274371,+,GTP-sensing pleiotropic transcriptional regulator CodY,Transcription,A0A0E0VND6,Op790,,CodY-1,USA300HOU_RS06315
35,0.0430385222661689,USA300HOU_RS06615,NC_010079.1,USA300HOU_1245,1341407,1341592,+,hypothetical protein,No COG annotation,A0A077UZ48,Op825,Genomic Island 4,CodY-1,USA300HOU_RS06615
36,0.0814327836008316,USA300HOU_RS06745,NC_010079.1,USA300HOU_1271,1355764,1357146,-,aspartate kinase,Amino acid transport and metabolism,A0A0E1X5W8,Op841,CodY,CodY-1,USA300HOU_RS06745
37,0.0829147316306215,USA300HOU_RS06750,NC_010079.1,USA300HOU_1273,1357337,1358617,+,homoserine dehydrogenase,Amino acid transport and metabolism,A0A0E1VS23,Op842,CodY,CodY-1,USA300HOU_RS06750
38,0.0673172533066524,USA300HOU_RS06755,NC_010079.1,USA300HOU_1274,1358623,1359684,+,threonine synthase,Amino acid transport and metabolism,A0A0E1VI24,Op842,CodY,CodY-1,USA300HOU_RS06755
39,0.0599823705107113,USA300HOU_RS06760,NC_010079.1,USA300HOU_1275,1359686,1360600,+,homoserine kinase,Nucleotide transport and metabolism,A0A0D6HNF2,Op842,CodY,CodY-1,USA300HOU_RS06760
40,0.0630372153441823,USA300HOU_RS06960,NC_010079.1,USA300HOU_1302,1404354,1405760,+,anthranilate synthase component I,Amino acid transport and metabolism,A0A0H2XI84,Op877,"CodY,T-box(Trp)",CodY-1,USA300HOU_RS06960
41,0.0730205434713173,USA300HOU_RS06965,NC_010079.1,USA300HOU_1303,1405757,1406323,+,aminodeoxychorismate/anthranilate synthase component II,Amino acid transport and metabolism,A0A0E1VJR0,Op877,"CodY,T-box(Trp)",CodY-1,USA300HOU_RS06965
42,0.0694698528218984,trpD,NC_010079.1,USA300HOU_1304,1406329,1407327,+,anthranilate phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0D6HMR0,Op877,"CodY,T-box(Trp)",CodY-1,USA300HOU_RS06970
43,0.0963282966185126,trpC,NC_010079.1,USA300HOU_1305,1407329,1408111,+,indole-3-glycerol phosphate synthase TrpC,Amino acid transport and metabolism,A0A0D6HNM9,Op877,"CodY,T-box(Trp)",CodY-1,USA300HOU_RS06975
44,0.0815998049576434,USA300HOU_RS06980,NC_010079.1,USA300HOU_1306,1408111,1408743,+,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,A0A4T9WV27,Op877,"CodY,T-box(Trp)",CodY-1,USA300HOU_RS06980
45,0.0699580169607119,trpB,NC_010079.1,USA300HOU_1307,1408736,1409950,+,tryptophan synthase subunit beta,Amino acid transport and metabolism,A0A0D3Q757,Op877,"CodY,T-box(Trp)",CodY-1,USA300HOU_RS06985
46,0.0849349847229029,USA300HOU_RS07095,NC_010079.1,USA300HOU_1328,1430751,1431956,+,aspartate kinase,Amino acid transport and metabolism,A0A0E8GBM7,Op890,Lysine,CodY-1,USA300HOU_RS07095
47,0.0913012013942383,USA300HOU_RS07100,NC_010079.1,USA300HOU_1329,1432020,1433009,+,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,A0A0H2WZS6,Op890,"CodY,Lysine",CodY-1,USA300HOU_RS07100
48,0.0824904633322338,USA300HOU_RS07105,NC_010079.1,USA300HOU_1330,1433011,1433898,+,4-hydroxy-tetrahydrodipicolinate synthase,Amino acid transport and metabolism,A0A0D6HM04,Op890,"CodY,Lysine",CodY-1,USA300HOU_RS07105
49,0.0779896117415484,USA300HOU_RS07110,NC_010079.1,USA300HOU_1331,1433895,1434617,+,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,A0A0D6HM01,Op890,"CodY,Lysine",CodY-1,USA300HOU_RS07110
50,0.0701530953333587,dapD,NC_010079.1,USA300HOU_1332,1434644,1435363,+,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase,Amino acid transport and metabolism,A0A0E0VNT3,Op890,"CodY,Lysine",CodY-1,USA300HOU_RS07115
51,0.0568914864938622,USA300HOU_RS07120,NC_010079.1,USA300HOU_1333,1435506,1436657,+,amidohydrolase,Amino acid transport and metabolism,A0A0D6HN09,Op891,"CodY,Lysine",CodY-1,USA300HOU_RS07120
52,0.0520517511363308,USA300HOU_RS07125,NC_010079.1,USA300HOU_1334,1436662,1437747,+,alanine racemase,Amino acid transport and metabolism,A0A0D6HLY8,Op891,"CodY,Lysine",CodY-1,USA300HOU_RS07125
53,0.1010804733965384,USA300HOU_RS09140,NC_010079.1,USA300HOU_1711,1834165,1835325,+,alanine--glyoxylate aminotransferase family protein,Amino acid transport and metabolism,A0A0D6HFD0,Op1101,CodY,CodY-1,USA300HOU_RS09140
54,0.0996423745137816,USA300HOU_RS09145,NC_010079.1,USA300HOU_1712,1835312,1836916,+,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,A0A0E7X8W5,Op1101,CodY,CodY-1,USA300HOU_RS09145
55,0.0590177614929056,USA300HOU_RS11000,NC_010079.1,USA300HOU_2040,2154426,2155676,-,ammonium transporter,Inorganic ion transport and metabolism,A0A0H2XH63,Op1321,"GlnR,CodY",CodY-1,USA300HOU_RS11000
56,0.0454573857020852,ilvD,NC_010079.1,USA300HOU_2048,2165510,2167198,+,dihydroxy-acid dehydratase,Amino acid transport and metabolism,A0A0E8IPA5,Op1330,CodY,CodY-1,USA300HOU_RS11060
57,0.0445525408084022,ilvC,NC_010079.1,USA300HOU_2051,2169386,2170390,+,ketol-acid reductoisomerase,Coenzyme transport and metabolism,A0A0D6HB99,Op1330,CodY,CodY-1,USA300HOU_RS11075
58,0.0465419315627348,ilvA,NC_010079.1,USA300HOU_2056,2174970,2176238,+,threonine ammonia-lyase IlvA,Amino acid transport and metabolism,A0A0D3Q9V1,Op1330,CodY,CodY-1,USA300HOU_RS11100
59,0.0471832967476148,USA300HOU_RS11620,NC_010079.1,USA300HOU_2144,2269575,2270357,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0E8J4E5,Op1387,,CodY-1,USA300HOU_RS11620
60,0.0834416366148233,USA300HOU_RS12565,NC_010079.1,USA300HOU_2301,2438324,2439241,-,bile acid:sodium symporter family protein,Function unknown,A0A0D3QA09,Op1492,CodY,CodY-1,USA300HOU_RS12565
61,0.0807975746422216,USA300HOU_RS13800,NC_010079.1,,2680213,2680317,-,hypothetical protein,No COG annotation,A0A266CLB7,Op1668,,CodY-1,USA300HOU_RS13800
62,0.0884764247585221,USA300HOU_RS15925,NC_010079.1,USA300HOU_2537,2680480,2680614,-,hypothetical protein,No COG annotation,A0A0H2X3E9,Op1669,,CodY-1,USA300HOU_RS15925
63,0.0972032344130333,USA300HOU_RS13810,NC_010079.1,USA300HOU_2538,2680708,2680965,-,hypothetical protein,No COG annotation,A0A0H2DL58,Op1670,,CodY-1,USA300HOU_RS13810
64,0.0502271021792163,USA300HOU_RS13890,NC_010079.1,USA300HOU_2554,2699683,2700681,-,D-lactate dehydrogenase,Energy production and conversion,A0A0H2WZG0,Op1684,CodY,CodY-1,USA300HOU_RS13890
65,0.0466651041112019,USA300HOU_RS13895,NC_010079.1,USA300HOU_2555,2700704,2701858,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,A0A0D6GSW5,Op1684,CodY,CodY-1,USA300HOU_RS13895
66,0.1762890228485977,USA300HOU_RS13945,NC_010079.1,USA300HOU_2565,2713510,2714565,-,PTS transporter subunit IIC,Function unknown,A0A0D1JW10,Op1690,CodY,CodY-1,USA300HOU_RS13945
67,0.0664241828735024,USA300HOU_RS15590,NC_010079.1,,2714692,2714820,-,hypothetical protein,No COG annotation,A0A5A8VQZ9,Op1691,,CodY-1,USA300HOU_RS15590
68,0.1138725824695471,USA300HOU_RS14110,NC_010079.1,USA300HOU_2595,2739510,2740958,+,amino acid permease,Amino acid transport and metabolism,A0A0D6WF60,Op1713,CodY,CodY-1,USA300HOU_RS14110
69,0.1126064713650386,USA300HOU_RS14115,NC_010079.1,USA300HOU_2596,2741039,2742376,-,aspartate aminotransferase family protein,Amino acid transport and metabolism,A0A0H2X0R6,Op1714,CodY,CodY-1,USA300HOU_RS14115
70,0.0647077547696304,USA300HOU_RS14120,NC_010079.1,USA300HOU_2598,2742634,2743050,+,hypothetical protein,No COG annotation,A0A0D6WFJ6,Op1715,"CodY,WalR",CodY-1,USA300HOU_RS14120
71,0.0660765168505805,USA300HOU_RS14230,NC_010079.1,USA300HOU_2619,2764434,2764931,-,glutathione peroxidase,Energy production and conversion,A0A0E1VMM7,Op1736,,CodY-1,USA300HOU_RS14230
72,0.0698338917334222,USA300HOU_RS14235,NC_010079.1,,2764941,2765201,-,hypothetical protein,No COG annotation,A0A133Q136,Op1736,,CodY-1,USA300HOU_RS14235
73,0.0561148348865165,USA300HOU_RS14520,NC_010079.1,USA300HOU_2675,2835138,2835842,-,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,Amino acid transport and metabolism,A0A0D3QBI7,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14520
74,0.0555037604936849,hisH,NC_010079.1,USA300HOU_2676,2835835,2836413,-,imidazole glycerol phosphate synthase subunit HisH,Amino acid transport and metabolism,A0A0D6HTY1,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14525
75,0.050486311583928,hisB,NC_010079.1,USA300HOU_2677,2836410,2836988,-,imidazoleglycerol-phosphate dehydratase HisB,Amino acid transport and metabolism,A0A0E1VP94,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14530
76,0.0445172081732712,USA300HOU_RS14535,NC_010079.1,USA300HOU_2678,2836957,2837970,-,histidinol-phosphate aminotransferase family protein,Amino acid transport and metabolism,A0A0D6GN51,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14535
77,0.0656613488225102,USA300HOU_RS14540,NC_010079.1,USA300HOU_2679,2837986,2839236,-,histidinol dehydrogenase,Amino acid transport and metabolism,A0A0D3QB14,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14540
78,0.0845860673966005,USA300HOU_RS14545,NC_010079.1,USA300HOU_2680,2839229,2839843,-,ATP phosphoribosyltransferase,Nucleotide transport and metabolism,A0A1S6AMM1,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14545
79,0.0655328404934209,USA300HOU_RS14550,NC_010079.1,USA300HOU_2681,2839861,2840679,-,ATP phosphoribosyltransferase regulatory subunit,Amino acid transport and metabolism,A0A2C9TMU0,Op1771,"HisR,CodY",CodY-1,USA300HOU_RS14550
80,0.1053277007764754,USA300HOU_RS14555,NC_010079.1,USA300HOU_2683,2840984,2842108,-,polysaccharide deacetylase family protein,Carbohydrate transport and metabolism,A0A0H2WXB4,Op1772,,CodY-1,USA300HOU_RS14555
81,0.1247217105526914,USA300HOU_RS14560,NC_010079.1,USA300HOU_2684,2842226,2842723,-,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0H2WX93,Op1773,,CodY-1,USA300HOU_RS14560
82,0.1127850799241355,USA300HOU_RS14565,NC_010079.1,USA300HOU_2685,2842770,2843603,-,energy-coupling factor transporter transmembrane protein EcfT,Inorganic ion transport and metabolism,A0A0H2WXX1,Op1774,,CodY-1,USA300HOU_RS14565
83,0.1153583187904725,USA300HOU_RS14570,NC_010079.1,USA300HOU_2686,2843600,2845312,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0E8I7J5,Op1774,,CodY-1,USA300HOU_RS14570
84,0.1359973509580431,USA300HOU_RS14575,NC_010079.1,USA300HOU_2687,2845365,2845919,-,ECF-type riboflavin transporter substrate-binding protein,Function unknown,A0A2C6MV98,Op1775,,CodY-1,USA300HOU_RS14575
85,0.1341455680349228,USA300HOU_RS14580,NC_010079.1,USA300HOU_2688,2845948,2846796,-,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein,Transcription,A0A0D3QB57,Op1775,,CodY-1,USA300HOU_RS14580
0,0.0362580837471682,USA300HOU_RS00140,NC_010079.1,USA300HOU_0026,35877,36551,-,IS6-like element IS257 family transposase,"Replication, recombination and repair",A0A0H2WXC3,Op15,,Uncharacterized-2,USA300HOU_RS00140
1,-0.1291620377550573,mecA,NC_010079.1,USA300HOU_0031,39127,41136,-,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,Cell wall/membrane/envelope biogenesis,A0A141HMH7,Op19,MecI,Uncharacterized-2,USA300HOU_RS00160
2,-0.0657194127004073,USA300HOU_RS00165,NC_010079.1,USA300HOU_0032,41233,42219,+,beta-lactam sensor/signal transducer MecR1,Transcription,A0A0E1VB21,Op20,,Uncharacterized-2,USA300HOU_RS00165
3,-0.0638756345486989,USA300HOU_RS00170,NC_010079.1,USA300HOU_0033,42191,42451,+,DUF3387 domain-containing protein,Transcription,A0A0E1VD57,Op21,,Uncharacterized-2,USA300HOU_RS00170
4,0.0434481246958494,spa,NC_010079.1,USA300HOU_0122,128109,129587,-,staphylococcal protein A,Cell wall/membrane/envelope biogenesis,UPI0002C94430,Op88,"CcpA,WalR",Uncharacterized-2,USA300HOU_RS00580
5,0.0368930715316949,purR,NC_010079.1,,531601,532425,+,pur operon repressor,Nucleotide transport and metabolism,A0A0E0VLL8,Op319,,Uncharacterized-2,USA300HOU_RS02535
6,0.0372190807105075,USA300HOU_RS10955,NC_010079.1,USA300HOU_2031,2147209,2147343,-,delta-lysin family phenol-soluble modulin,No COG annotation,A0A0H2XH16,Op1315,AgrA,Uncharacterized-2,USA300HOU_RS10955
7,0.1799813428828427,USA300HOU_RS14730,NC_010063.1,USA300HOU_pUSA300HOUMR0001,232,1215,+,replication initiator protein A,Function unknown,Q9FDP3,Op1806,,Uncharacterized-2,USA300HOU_RS14730
8,0.0677473082734634,USA300HOU_RS15640,NC_010063.1,,1208,1524,+,protein rep,"Replication, recombination and repair",,Op1806,,Uncharacterized-2,USA300HOU_RS15640
9,0.0785026676352736,USA300HOU_RS15935,NC_010063.1,USA300HOU_pUSA300HOUMR0003,2071,2220,+,hypothetical protein,No COG annotation,UPI00015FD758,Op1807,,Uncharacterized-2,USA300HOU_RS15935
10,0.1729217042249781,USA300HOU_RS14735,NC_010063.1,USA300HOU_pUSA300HOUMR0004,2388,3080,-,hypothetical protein,No COG annotation,A0A0H3JPG2,Op1808,,Uncharacterized-2,USA300HOU_RS14735
11,0.1309977368509073,USA300HOU_RS14740,NC_010063.1,USA300HOU_pUSA300HOUMR0005,3190,3384,+,hypothetical protein,No COG annotation,A0A0H3JWI7,Op1809,,Uncharacterized-2,USA300HOU_RS14740
12,0.1321247247605746,cadD,NC_010063.1,USA300HOU_pUSA300HOUMR0007,4500,5117,+,cadmium resistance transporter CadD,Inorganic ion transport and metabolism,A0A0E0SR41,Op1810,,Uncharacterized-2,USA300HOU_RS14745
13,0.1293636112450459,USA300HOU_RS14750,NC_010063.1,USA300HOU_pUSA300HOUMR0008,5136,5483,+,helix-turn-helix transcriptional regulator,Transcription,A0A0E0SR39,Op1810,,Uncharacterized-2,USA300HOU_RS14750
14,0.1626183920555573,USA300HOU_RS15870,NC_010063.1,,5640,5732,+,type I toxin-antitoxin system Fst family toxin,No COG annotation,A0A2T4KGC0,Op1811,,Uncharacterized-2,USA300HOU_RS15870
15,0.2080309967841724,USA300HOU_RS14755,NC_010063.1,,5904,6847,-,oxidoreductase,Energy production and conversion,,Op1812,,Uncharacterized-2,USA300HOU_RS14755
16,0.1359475657069423,USA300HOU_RS14760,NC_010063.1,USA300HOU_pUSA300HOUMR0010,6971,7390,+,MarR family transcriptional regulator,Transcription,A0A0H3JWJ3,Op1813,,Uncharacterized-2,USA300HOU_RS14760
17,0.1333897176392491,blaZ,NC_010063.1,USA300HOU_pUSA300HOUMR0011,7916,8761,-,penicillin-hydrolyzing class A beta-lactamase BlaZ,Defense mechanisms,D2J789,Op1814,,Uncharacterized-2,USA300HOU_RS14765
18,0.1350172527368836,blaR1,NC_010063.1,USA300HOU_pUSA300HOUMR0012,8868,10625,+,beta-lactam sensor/signal transducer BlaR1,Transcription,A0A0H3JNN4,Op1815,,Uncharacterized-2,USA300HOU_RS14770
19,0.1326708232278526,blaI,NC_010063.1,USA300HOU_pUSA300HOUMR0013,10615,10995,+,penicillinase repressor BlaI,Transcription,A0A0H3JS94,Op1815,,Uncharacterized-2,USA300HOU_RS14775
20,0.1891799628013853,USA300HOU_RS14780,NC_010063.1,USA300HOU_pUSA300HOUMR0014,11259,11837,+,recombinase family protein,"Replication, recombination and repair",A0A2K0AWX5,Op1816,,Uncharacterized-2,USA300HOU_RS14780
21,0.1613370967516558,USA300HOU_RS14785,NC_010063.1,USA300HOU_pUSA300HOUMR0015,12060,12245,-,hypothetical protein,No COG annotation,D2J6B6,Op1817,,Uncharacterized-2,USA300HOU_RS14785
22,0.2756541718962844,USA300HOU_RS15650,NC_010063.1,,13350,13921,-,HTH domain-containing protein,No COG annotation,,Op1819,,Uncharacterized-2,USA300HOU_RS15650
23,0.0429432078225221,USA300HOU_RS15655,NC_010063.1,,13901,14089,+,hypothetical protein,Function unknown,,Op1820,,Uncharacterized-2,USA300HOU_RS15655
24,0.2683929431160791,aph(3')-IIIa,NC_010063.1,USA300HOU_pUSA300HOUMR0018,14197,14991,-,aminoglycoside O-phosphotransferase APH(3')-IIIa,"Translation, ribosomal structure and biogenesis",A0A059N2T2,Op1821,,Uncharacterized-2,USA300HOU_RS14800
25,0.2382230866983169,sat4,NC_010063.1,USA300HOU_pUSA300HOUMR0019,15084,15614,-,streptothricin N-acetyltransferase Sat4,Transcription,A0A132P3P0,Op1822,,Uncharacterized-2,USA300HOU_RS14805
26,0.1733038614260071,USA300HOU_RS15660,NC_010063.1,,15611,16246,-,aminoglycoside 6-adenylyltransferase,Carbohydrate transport and metabolism,,Op1822,,Uncharacterized-2,USA300HOU_RS15660
27,0.0805049782242789,USA300HOU_RS14820,NC_010063.1,USA300HOU_pUSA300HOUMR0021,16387,17061,-,IS6 family transposase,"Replication, recombination and repair",D2J799,Op1823,,Uncharacterized-2,USA300HOU_RS14820
28,0.1768007593788648,USA300HOU_RS14825,NC_010063.1,USA300HOU_pUSA300HOUMR0022,17091,17294,-,hypothetical protein,Defense mechanisms,D2J6A7,Op1823,,Uncharacterized-2,USA300HOU_RS14825
29,0.1663455676779281,USA300HOU_RS14830,NC_010063.1,USA300HOU_pUSA300HOUMR0023,17308,18045,-,ABC transporter permease,Function unknown,D2J6A6,Op1823,,Uncharacterized-2,USA300HOU_RS14830
30,0.1611344756091466,USA300HOU_RS14835,NC_010063.1,USA300HOU_pUSA300HOUMR0024,18038,18967,-,ABC transporter ATP-binding protein,Defense mechanisms,D2J6A5,Op1823,,Uncharacterized-2,USA300HOU_RS14835
31,0.1440226041984046,USA300HOU_RS14840,NC_010063.1,,19083,19964,-,HAMP domain-containing histidine kinase,No COG annotation,,Op1824,,Uncharacterized-2,USA300HOU_RS14840
32,0.1275638536912725,USA300HOU_RS14850,NC_010063.1,,19961,20338,-,response regulator transcription factor,Transcription,,Op1824,,Uncharacterized-2,USA300HOU_RS14850
33,0.0843541260976104,USA300HOU_RS14855,NC_010063.1,USA300HOU_pUSA300HOUMR0027,20396,21070,-,IS6 family transposase,"Replication, recombination and repair",A0A1B1UY17,Op1825,,Uncharacterized-2,USA300HOU_RS14855
